,id,text,author
241,id01744,"Then I saw a small black aperture, felt a ghoulish wind of ice, and smelled the charnel bowels of a putrescent earth.",HPL
242,id10978,"I was a mere skeleton, and fever night and day preyed upon my wasted frame.",MWS
243,id04197,Their tickings came sonorously to my ears.,EAP
244,id18277,"The tide had turned and was coming in now, and the sound of the waves seemed to arouse him.",HPL
245,id10589,"There can be no doubt, as we have before observed, and as we will presently endeavor to show, that the principle, or rather the result, of this solution is the true one.",EAP
246,id17043,It is as the wood of the Eumenides none but the dying may enter; and Oedipus is about to die.,MWS
247,id25621,"And I have read more of these things, and of many things besides, in the books men gave me when I was young and filled with wonder.",HPL
248,id23917,Desire to avoid needless explanations in case of unexpected police intrusions prompted these plans for a quiet and unostentatious departure.,HPL
249,id18264,By a strange narrowness of ideas he viewed all the world in connexion only as it was or was not related to his little society.,MWS
250,id16870,"He now said: ""Yes; no; I have been sleeping and now now I am dead.""",EAP
251,id01135,"The horrors of this dark deed are known only to one, or two, living human beings, and to God. ""Let us sum up now the meagre yet certain fruits of our long analysis.",EAP
252,id26335,"Was it not probable that these symptoms would increase indefinitely, or at least until terminated by death itself?",EAP
253,id18894,"In this there was much that reminded me of the specious totality of old wood work which has rotted for long years in some neglected vault, with no disturbance from the breath of the external air.",EAP
254,id12105,"Then the appearance of death was distant, although the wish was ever present to my thoughts; and I often sat for hours motionless and speechless, wishing for some mighty revolution that might bury me and my destroyer in its ruins.",MWS
255,id23763,His demeanour was sad; for a moment he appeared glad to see me and then he checked himself as if unwilling to betray his feelings.,MWS
256,id23895,"We could inflict no punishment so severe, and we would inflict it, but for the boredom which we should cause our readers in so doing.",EAP
257,id09325,"For the first time in my life I envied the sleep of the dead, and thought with pleasure of one's bed under the sod, where grief and fear have no power.",MWS
258,id21570,Her guardian was not displeased with their mutual affection: the merit of Woodville was too eminent to admit of cavil on account of his inferior wealth; but the dying will of her father did not allow her to marry before she was of age and her fortune depended upon her obeying this injunction.,MWS
259,id11125,"or was it a test of my strength of affection, that I should institute no inquiries upon this point?",EAP
260,id00038,"As time passed away I became more calm; misery had her dwelling in my heart, but I no longer talked in the same incoherent manner of my own crimes; sufficient for me was the consciousness of them.",MWS
261,id25594,"We passed a considerable period at Oxford, rambling among its environs and endeavouring to identify every spot which might relate to the most animating epoch of English history.",MWS
262,id12910,"One seeks to recall the original beauty of the country, by adapting its means to the surrounding scenery, cultivating trees in harmony with the hills or plain of the neighboring land; detecting and bringing into practice those nice relations of size, proportion, and color which, hid from the common observer, are revealed everywhere to the experienced student of nature.",EAP
263,id21578,"He was seldom at the palace; never, but when he was assured that his public duties would prevent his remaining alone with Perdita.",MWS
264,id19098,"The modern masters promise very little; they know that metals cannot be transmuted and that the elixir of life is a chimera but these philosophers, whose hands seem only made to dabble in dirt, and their eyes to pore over the microscope or crucible, have indeed performed miracles.",MWS
265,id07565,I mentioned in my last letter the fears I entertained of a mutiny.,MWS
266,id09132,"There were no horses to be procured, and I must return by the lake; but the wind was unfavourable, and the rain fell in torrents.",MWS
267,id13535,A crow thieves; a fox cheats; a weasel outwits; a man diddles.,EAP
268,id12925,"In the multiform and multicolor of the flowers and the trees, he recognised the most direct and energetic efforts of Nature at physical loveliness.",EAP
269,id17231,"They came from the east and the north, and directed their course without apparent motive, but unanimously towards our unhappy metropolis.",MWS
270,id06773,There was a sound at the moment as if of several persons struggling a scraping and scuffling sound.,EAP
271,id11445,"And it was very odd that shingles so worm eaten could survive, or bricks so crumbled still form a standing chimney.",HPL
272,id04507,"And every night, about midnight, I turned the latch of his door and opened it oh so gently And then, when I had made an opening sufficient for my head, I put in a dark lantern, all closed, closed, that no light shone out, and then I thrust in my head.",EAP
273,id06841,"If your wish is to become really a man of science and not merely a petty experimentalist, I should advise you to apply to every branch of natural philosophy, including mathematics.""",MWS
274,id12395,"It is all very well to talk about the facilis descensus Averni; but in all kinds of climbing, as Catalani said of singing, it is far more easy to get up than to come down.",EAP
275,id23150,"I had been calm during the day, but so soon as night obscured the shapes of objects, a thousand fears arose in my mind.",MWS
276,id23234,"Sometimes the patient lies, for a day only, or even for a shorter period, in a species of exaggerated lethargy.",EAP
277,id02231,Yet I dreaded to witness the anguish which my resolve might excite in Idris.,MWS
278,id11620,"They were these: Lo 'tis a gala night Within the lonesome latter years An angel throng, bewinged, bedight In veils, and drowned in tears, Sit in a theatre, to see A play of hopes and fears, While the orchestra breathes fitfully The music of the spheres.",EAP
279,id16732,"Outwardly he was the same to the last calm, cold, slight, and yellow haired, with spectacled blue eyes and a general aspect of youth which years and fears seemed never to change.",HPL
